date,customer_id,loan_id,loan_amount,cumulative_repayment,cumulative_interest,cumulative_paid,outstanding_balance,days_in_arrears,status,utilization (%),DPD_bucket,risk_band
2025-09-09,C017,L017,15581,1602,157,1445,14136,1,late,90.73,1–30 DPD,High
2025-09-10,C017,L017,15581,1952,192,1760,13821,0,current,88.7,Current,Medium
2025-09-11,C017,L017,15581,2071,203,1868,13713,0,current,88.01,Current,Medium
2025-09-12,C017,L017,15581,2403,236,2167,13414,0,current,86.09,Current,Medium
2025-09-13,C017,L017,15581,2403,236,2167,13414,1,late,86.09,1–30 DPD,Medium
2025-09-14,C017,L017,15581,2731,268,2463,13118,0,current,84.19,Current,Medium
2025-09-15,C017,L017,15581,3160,310,2850,12731,0,current,81.71,Current,Medium
2025-09-16,C017,L017,15581,3160,310,2850,12731,1,late,81.71,1–30 DPD,Medium
2025-09-17,C017,L017,15581,3501,344,3157,12424,0,current,79.74,Current,Medium
2025-09-18,C017,L017,15581,3801,374,3427,12154,0,current,78.01,Current,Medium
2025-09-19,C017,L017,15581,4083,402,3681,11900,0,current,76.38,Current,Medium
2025-09-20,C017,L017,15581,4083,402,3681,11900,1,late,76.38,1–30 DPD,Medium
2025-09-21,C017,L017,15581,4083,402,3681,11900,2,late,76.38,1–30 DPD,Medium
2025-09-22,C017,L017,15581,4386,432,3954,11627,1,late,74.62,1–30 DPD,Medium
2025-09-23,C017,L017,15581,4386,432,3954,11627,2,late,74.62,1–30 DPD,Medium
2025-09-24,C017,L017,15581,4386,432,3954,11627,3,late,74.62,1–30 DPD,Medium
2025-09-25,C017,L017,15581,4739,467,4272,11309,2,late,72.58,1–30 DPD,Medium
2025-09-26,C017,L017,15581,4967,489,4478,11103,1,late,71.26,1–30 DPD,Medium
2025-09-27,C017,L017,15581,5069,499,4570,11011,0,current,70.67,Current,Medium
2025-09-28,C017,L017,15581,5483,540,4943,10638,0,current,68.28,Current,Low
2025-09-29,C017,L017,15581,5483,540,4943,10638,1,late,68.28,1–30 DPD,Low
2025-09-30,C017,L017,15581,5742,565,5177,10404,0,current,66.77,Current,Low
2025-10-01,C017,L017,15581,6154,606,5548,10033,0,current,64.39,Current,Low
2025-10-02,C017,L017,15581,6533,643,5890,9691,0,current,62.2,Current,Low
2025-10-03,C017,L017,15581,6533,643,5890,9691,1,late,62.2,1–30 DPD,Low
2025-10-04,C017,L017,15581,6533,643,5890,9691,2,late,62.2,1–30 DPD,Low
2025-10-05,C017,L017,15581,6533,643,5890,9691,3,late,62.2,1–30 DPD,Low
2025-10-06,C017,L017,15581,6533,643,5890,9691,4,late,62.2,1–30 DPD,Low
2025-10-07,C017,L017,15581,6759,665,6094,9487,3,late,60.89,1–30 DPD,Low
2025-10-08,C017,L017,15581,7126,701,6425,9156,2,late,58.76,1–30 DPD,Low
2025-10-09,C017,L017,15581,7126,701,6425,9156,3,late,58.76,1–30 DPD,Low
2025-10-10,C017,L017,15581,7126,701,6425,9156,4,late,58.76,1–30 DPD,Low
2025-10-11,C017,L017,15581,7226,711,6515,9066,3,late,58.19,1–30 DPD,Low
2025-10-12,C017,L017,15581,7523,740,6783,8798,2,late,56.47,1–30 DPD,Low
2025-10-13,C017,L017,15581,7523,740,6783,8798,3,late,56.47,1–30 DPD,Low
2025-10-14,C017,L017,15581,7523,740,6783,8798,4,late,56.47,1–30 DPD,Low
2025-10-15,C017,L017,15581,7759,763,6996,8585,3,late,55.1,1–30 DPD,Low
2025-10-16,C017,L017,15581,7759,763,6996,8585,4,late,55.1,1–30 DPD,Low
2025-10-17,C017,L017,15581,7759,763,6996,8585,5,late,55.1,1–30 DPD,Low
2025-10-18,C017,L017,15581,7759,763,6996,8585,6,late,55.1,1–30 DPD,Low
2025-10-19,C017,L017,15581,7865,773,7092,8489,5,late,54.48,1–30 DPD,Low
2025-10-20,C017,L017,15581,8260,812,7448,8133,4,late,52.2,1–30 DPD,Low
2025-10-21,C017,L017,15581,8467,832,7635,7946,3,late,51,1–30 DPD,Low
2025-10-22,C017,L017,15581,8467,832,7635,7946,4,late,51,1–30 DPD,Low
2025-10-23,C017,L017,15581,8858,871,7987,7594,3,late,48.74,1–30 DPD,Low
2025-10-24,C017,L017,15581,9094,894,8200,7381,2,late,47.37,1–30 DPD,Low
2025-10-25,C017,L017,15581,9094,894,8200,7381,3,late,47.37,1–30 DPD,Low
2025-10-26,C017,L017,15581,9094,894,8200,7381,4,late,47.37,1–30 DPD,Low
2025-10-27,C017,L017,15581,9521,936,8585,6996,3,late,44.9,1–30 DPD,Low
2025-10-28,C017,L017,15581,9899,973,8926,6655,2,late,42.71,1–30 DPD,Low
2025-10-29,C017,L017,15581,10214,1004,9210,6371,1,late,40.89,1–30 DPD,Low
2025-10-30,C017,L017,15581,10332,1015,9317,6264,0,current,40.2,Current,Low
2025-09-01,C018,L018,6668,0,0,0,6668,1,late,100,1–30 DPD,High
2025-09-02,C018,L018,6668,394,39,355,6313,0,current,94.68,Current,High
2025-09-03,C018,L018,6668,682,67,615,6053,0,current,90.78,Current,High
2025-09-04,C018,L018,6668,682,67,615,6053,1,late,90.78,1–30 DPD,High
2025-09-05,C018,L018,6668,1151,113,1038,5630,0,current,84.43,Current,Medium
2025-09-06,C018,L018,6668,1271,125,1146,5522,0,current,82.81,Current,Medium
2025-09-07,C018,L018,6668,1470,144,1326,5342,0,current,80.11,Current,Medium
2025-09-08,C018,L018,6668,1790,176,1614,5054,0,current,75.79,Current,Medium
2025-09-09,C018,L018,6668,1790,176,1614,5054,1,late,75.79,1–30 DPD,Medium
2025-09-10,C018,L018,6668,1790,176,1614,5054,2,late,75.79,1–30 DPD,Medium
2025-09-11,C018,L018,6668,1790,176,1614,5054,3,late,75.79,1–30 DPD,Medium
2025-09-12,C018,L018,6668,1941,191,1750,4918,2,late,73.76,1–30 DPD,Medium
2025-09-13,C018,L018,6668,2151,212,1939,4729,1,late,70.92,1–30 DPD,Medium
2025-09-14,C018,L018,6668,2151,212,1939,4729,2,late,70.92,1–30 DPD,Medium
2025-09-15,C018,L018,6668,2151,212,1939,4729,3,late,70.92,1–30 DPD,Medium
2025-09-16,C018,L018,6668,2564,253,2311,4357,2,late,65.34,1–30 DPD,Low
2025-09-17,C018,L018,6668,2564,253,2311,4357,3,late,65.34,1–30 DPD,Low
2025-09-18,C018,L018,6668,2564,253,2311,4357,4,late,65.34,1–30 DPD,Low
2025-09-19,C018,L018,6668,2564,253,2311,4357,5,late,65.34,1–30 DPD,Low
2025-09-20,C018,L018,6668,2828,279,2549,4119,4,late,61.77,1–30 DPD,Low
2025-09-21,C018,L018,6668,2950,291,2659,4009,3,late,60.12,1–30 DPD,Low
2025-09-22,C018,L018,6668,3228,318,2910,3758,2,late,56.36,1–30 DPD,Low
2025-09-23,C018,L018,6668,3559,351,3208,3460,1,late,51.89,1–30 DPD,Low
2025-09-24,C018,L018,6668,3739,369,3370,3298,0,current,49.46,Current,Low
2025-09-25,C018,L018,6668,3739,369,3370,3298,1,late,49.46,1–30 DPD,Low
2025-09-26,C018,L018,6668,3739,369,3370,3298,2,late,49.46,1–30 DPD,Low
2025-09-27,C018,L018,6668,3739,369,3370,3298,3,late,49.46,1–30 DPD,Low
2025-09-28,C018,L018,6668,3739,369,3370,3298,4,late,49.46,1–30 DPD,Low
2025-09-29,C018,L018,6668,4082,403,3679,2989,3,late,44.83,1–30 DPD,Low
2025-09-30,C018,L018,6668,4372,432,3940,2728,2,late,40.91,1–30 DPD,Low
2025-10-01,C018,L018,6668,4540,448,4092,2576,1,late,38.63,1–30 DPD,Low
2025-10-02,C018,L018,6668,4973,491,4482,2186,0,current,32.78,Current,Low
2025-10-03,C018,L018,6668,5114,505,4609,2059,0,current,30.88,Current,Low
2025-10-04,C018,L018,6668,5488,542,4946,1722,0,current,25.82,Current,Low
2025-10-05,C018,L018,6668,5865,579,5286,1382,0,current,20.73,Current,Low
2025-10-06,C018,L018,6668,6293,621,5672,996,0,current,14.94,Current,Low
2025-10-07,C018,L018,6668,6674,659,6015,653,0,current,9.79,Current,Low
2025-10-08,C018,L018,6668,6995,691,6304,364,0,current,5.46,Current,Low
2025-10-09,C018,L018,6668,6995,691,6304,364,1,late,5.46,1–30 DPD,Low
2025-10-10,C018,L018,6668,7139,705,6434,234,0,current,3.51,Current,Low
2025-10-11,C018,L018,6668,7139,705,6434,234,1,late,3.51,1–30 DPD,Low
2025-10-12,C018,L018,6668,7422,733,6689,0,0,current,0,Current,Low
2025-10-13,C018,L018,6668,7627,753,6874,0,0,current,0,Current,Low
2025-10-14,C018,L018,6668,8099,800,7299,0,0,current,0,Current,Low
2025-10-15,C018,L018,6668,8099,800,7299,0,1,late,0,1–30 DPD,Low
2025-10-16,C018,L018,6668,8494,839,7655,0,0,current,0,Current,Low
2025-10-17,C018,L018,6668,8771,866,7905,0,0,current,0,Current,Low
2025-10-18,C018,L018,6668,8771,866,7905,0,1,late,0,1–30 DPD,Low
2025-10-19,C018,L018,6668,9232,912,8320,0,0,current,0,Current,Low
2025-10-20,C018,L018,6668,9232,912,8320,0,1,late,0,1–30 DPD,Low
2025-10-21,C018,L018,6668,9602,949,8653,0,0,current,0,Current,Low
2025-10-22,C018,L018,6668,9602,949,8653,0,1,late,0,1–30 DPD,Low
2025-10-23,C018,L018,6668,10014,990,9024,0,0,current,0,Current,Low
2025-10-24,C018,L018,6668,10451,1033,9418,0,0,current,0,Current,Low
2025-10-25,C018,L018,6668,10783,1066,9717,0,0,current,0,Current,Low
2025-10-26,C018,L018,6668,11280,1115,10165,0,0,current,0,Current,Low
2025-10-27,C018,L018,6668,11667,1153,10514,0,0,current,0,Current,Low
2025-10-28,C018,L018,6668,11667,1153,10514,0,1,late,0,1–30 DPD,Low
2025-10-29,C018,L018,6668,11874,1173,10701,0,0,current,0,Current,Low
2025-10-30,C018,L018,6668,11874,1173,10701,0,1,late,0,1–30 DPD,Low
2025-09-01,C019,L019,10983,245,24,221,10762,0,current,97.99,Current,High
2025-09-02,C019,L019,10983,488,48,440,10543,0,current,95.99,Current,High
2025-09-03,C019,L019,10983,860,85,775,10208,0,current,92.94,Current,High
2025-09-04,C019,L019,10983,860,85,775,10208,1,late,92.94,1–30 DPD,High
2025-09-05,C019,L019,10983,1230,122,1108,9875,0,current,89.91,Current,Medium
2025-09-06,C019,L019,10983,1593,158,1435,9548,0,current,86.93,Current,Medium
2025-09-07,C019,L019,10983,1865,185,1680,9303,0,current,84.7,Current,Medium
2025-09-08,C019,L019,10983,1865,185,1680,9303,1,late,84.7,1–30 DPD,Medium
2025-09-09,C019,L019,10983,2138,212,1926,9057,0,current,82.46,Current,Medium
2025-09-10,C019,L019,10983,2353,233,2120,8863,0,current,80.7,Current,Medium
2025-09-11,C019,L019,10983,2495,247,2248,8735,0,current,79.53,Current,Medium
2025-09-12,C019,L019,10983,2954,292,2662,8321,0,current,75.76,Current,Medium
2025-09-13,C019,L019,10983,3441,340,3101,7882,0,current,71.77,Current,Medium
2025-09-14,C019,L019,10983,3441,340,3101,7882,1,late,71.77,1–30 DPD,Medium
2025-09-15,C019,L019,10983,3912,387,3525,7458,0,current,67.9,Current,Low
2025-09-16,C019,L019,10983,3912,387,3525,7458,1,late,67.9,1–30 DPD,Low
2025-09-17,C019,L019,10983,4341,429,3912,7071,0,current,64.38,Current,Low
2025-09-18,C019,L019,10983,4689,463,4226,6757,0,current,61.52,Current,Low
2025-09-19,C019,L019,10983,4689,463,4226,6757,1,late,61.52,1–30 DPD,Low
2025-09-20,C019,L019,10983,4814,475,4339,6644,0,current,60.49,Current,Low
2025-09-21,C019,L019,10983,5210,514,4696,6287,0,current,57.24,Current,Low
2025-09-22,C019,L019,10983,5310,524,4786,6197,0,current,56.42,Current,Low
2025-09-23,C019,L019,10983,5508,543,4965,6018,0,current,54.79,Current,Low
2025-09-24,C019,L019,10983,5698,562,5136,5847,0,current,53.24,Current,Low
2025-09-25,C019,L019,10983,5923,584,5339,5644,0,current,51.39,Current,Low
2025-09-26,C019,L019,10983,6238,615,5623,5360,0,current,48.8,Current,Low
2025-09-27,C019,L019,10983,6495,640,5855,5128,0,current,46.69,Current,Low
2025-09-28,C019,L019,10983,6495,640,5855,5128,1,late,46.69,1–30 DPD,Low
2025-09-29,C019,L019,10983,6856,676,6180,4803,0,current,43.73,Current,Low
2025-09-30,C019,L019,10983,6856,676,6180,4803,1,late,43.73,1–30 DPD,Low
2025-10-01,C019,L019,10983,7350,725,6625,4358,0,current,39.68,Current,Low
2025-10-02,C019,L019,10983,7350,725,6625,4358,1,late,39.68,1–30 DPD,Low
2025-10-03,C019,L019,10983,7542,744,6798,4185,0,current,38.1,Current,Low
2025-10-04,C019,L019,10983,7542,744,6798,4185,1,late,38.1,1–30 DPD,Low
2025-10-05,C019,L019,10983,7542,744,6798,4185,2,late,38.1,1–30 DPD,Low
2025-10-06,C019,L019,10983,7542,744,6798,4185,3,late,38.1,1–30 DPD,Low
2025-10-07,C019,L019,10983,7542,744,6798,4185,4,late,38.1,1–30 DPD,Low
2025-10-08,C019,L019,10983,7656,755,6901,4082,3,late,37.17,1–30 DPD,Low
2025-10-09,C019,L019,10983,7934,782,7152,3831,2,late,34.88,1–30 DPD,Low
2025-10-10,C019,L019,10983,8367,825,7542,3441,1,late,31.33,1–30 DPD,Low
2025-10-11,C019,L019,10983,8367,825,7542,3441,2,late,31.33,1–30 DPD,Low
2025-10-12,C019,L019,10983,8367,825,7542,3441,3,late,31.33,1–30 DPD,Low
2025-10-13,C019,L019,10983,8811,869,7942,3041,2,late,27.69,1–30 DPD,Low
2025-10-14,C019,L019,10983,8967,884,8083,2900,1,late,26.4,1–30 DPD,Low
2025-10-15,C019,L019,10983,9393,926,8467,2516,0,current,22.91,Current,Low
2025-10-16,C019,L019,10983,9734,960,8774,2209,0,current,20.11,Current,Low
2025-10-17,C019,L019,10983,9734,960,8774,2209,1,late,20.11,1–30 DPD,Low
2025-10-18,C019,L019,10983,9962,982,8980,2003,0,current,18.24,Current,Low
2025-10-19,C019,L019,10983,10370,1022,9348,1635,0,current,14.89,Current,Low
2025-10-20,C019,L019,10983,10542,1039,9503,1480,0,current,13.48,Current,Low
2025-10-21,C019,L019,10983,10542,1039,9503,1480,1,late,13.48,1–30 DPD,Low
2025-10-22,C019,L019,10983,10790,1063,9727,1256,0,current,11.44,Current,Low
2025-10-23,C019,L019,10983,11003,1084,9919,1064,0,current,9.69,Current,Low
2025-10-24,C019,L019,10983,11003,1084,9919,1064,1,late,9.69,1–30 DPD,Low
2025-10-25,C019,L019,10983,11451,1128,10323,660,0,current,6.01,Current,Low
2025-10-26,C019,L019,10983,11846,1167,10679,304,0,current,2.77,Current,Low
2025-10-27,C019,L019,10983,12161,1198,10963,20,0,current,0.18,Current,Low
2025-10-28,C019,L019,10983,12640,1245,11395,0,0,current,0,Current,Low
2025-10-29,C019,L019,10983,12640,1245,11395,0,1,late,0,1–30 DPD,Low
2025-10-30,C019,L019,10983,12640,1245,11395,0,2,late,0,1–30 DPD,Low
2025-09-01,C020,L020,15600,471,47,424,15176,0,current,97.28,Current,High
2025-09-02,C020,L020,15600,608,60,548,15052,0,current,96.49,Current,High
2025-09-03,C020,L020,15600,1008,100,908,14692,0,current,94.18,Current,High
2025-09-04,C020,L020,15600,1316,130,1186,14414,0,current,92.4,Current,High
2025-09-05,C020,L020,15600,1316,130,1186,14414,1,late,92.4,1–30 DPD,High
2025-09-06,C020,L020,15600,1316,130,1186,14414,2,late,92.4,1–30 DPD,High
2025-09-07,C020,L020,15600,1316,130,1186,14414,3,late,92.4,1–30 DPD,High
2025-09-08,C020,L020,15600,1316,130,1186,14414,4,late,92.4,1–30 DPD,High
2025-09-09,C020,L020,15600,1316,130,1186,14414,5,late,92.4,1–30 DPD,High
2025-09-10,C020,L020,15600,1316,130,1186,14414,6,late,92.4,1–30 DPD,High
2025-09-11,C020,L020,15600,1771,175,1596,14004,5,late,89.77,1–30 DPD,Medium
2025-09-12,C020,L020,15600,2024,200,1824,13776,4,late,88.31,1–30 DPD,Medium
2025-09-13,C020,L020,15600,2197,217,1980,13620,3,late,87.31,1–30 DPD,Medium
2025-09-14,C020,L020,15600,2576,254,2322,13278,2,late,85.12,1–30 DPD,Medium
2025-09-15,C020,L020,15600,2879,284,2595,13005,1,late,83.37,1–30 DPD,Medium
2025-09-16,C020,L020,15600,2879,284,2595,13005,2,late,83.37,1–30 DPD,Medium
2025-09-17,C020,L020,15600,2879,284,2595,13005,3,late,83.37,1–30 DPD,Medium
2025-09-18,C020,L020,15600,3179,314,2865,12735,2,late,81.63,1–30 DPD,Medium
2025-09-19,C020,L020,15600,3541,350,3191,12409,1,late,79.54,1–30 DPD,Medium
2025-09-20,C020,L020,15600,3541,350,3191,12409,2,late,79.54,1–30 DPD,Medium
2025-09-21,C020,L020,15600,3906,386,3520,12080,1,late,77.44,1–30 DPD,Medium
2025-09-22,C020,L020,15600,4146,410,3736,11864,0,current,76.05,Current,Medium
2025-09-23,C020,L020,15600,4146,410,3736,11864,1,late,76.05,1–30 DPD,Medium
2025-09-24,C020,L020,15600,4146,410,3736,11864,2,late,76.05,1–30 DPD,Medium
2025-09-25,C020,L020,15600,4146,410,3736,11864,3,late,76.05,1–30 DPD,Medium
2025-09-26,C020,L020,15600,4622,457,4165,11435,2,late,73.3,1–30 DPD,Medium
2025-09-27,C020,L020,15600,4622,457,4165,11435,3,late,73.3,1–30 DPD,Medium
2025-09-28,C020,L020,15600,5082,503,4579,11021,2,late,70.65,1–30 DPD,Medium
2025-09-29,C020,L020,15600,5556,550,5006,10594,1,late,67.91,1–30 DPD,Low
2025-09-30,C020,L020,15600,5703,564,5139,10461,0,current,67.06,Current,Low
2025-10-01,C020,L020,15600,6089,602,5487,10113,0,current,64.83,Current,Low
2025-10-02,C020,L020,15600,6461,639,5822,9778,0,current,62.68,Current,Low
2025-10-03,C020,L020,15600,6727,665,6062,9538,0,current,61.14,Current,Low
2025-10-04,C020,L020,15600,7024,694,6330,9270,0,current,59.42,Current,Low
2025-10-05,C020,L020,15600,7024,694,6330,9270,1,late,59.42,1–30 DPD,Low
2025-10-06,C020,L020,15600,7024,694,6330,9270,2,late,59.42,1–30 DPD,Low
2025-10-07,C020,L020,15600,7318,723,6595,9005,1,late,57.72,1–30 DPD,Low
2025-10-08,C020,L020,15600,7650,756,6894,8706,0,current,55.81,Current,Low
2025-10-09,C020,L020,15600,7895,780,7115,8485,0,current,54.39,Current,Low
2025-10-10,C020,L020,15600,7895,780,7115,8485,1,late,54.39,1–30 DPD,Low
2025-10-11,C020,L020,15600,8059,796,7263,8337,0,current,53.44,Current,Low
2025-10-12,C020,L020,15600,8352,825,7527,8073,0,current,51.75,Current,Low
2025-10-13,C020,L020,15600,8352,825,7527,8073,1,late,51.75,1–30 DPD,Low
2025-10-14,C020,L020,15600,8352,825,7527,8073,2,late,51.75,1–30 DPD,Low
2025-10-15,C020,L020,15600,8471,836,7635,7965,1,late,51.06,1–30 DPD,Low
2025-10-16,C020,L020,15600,8836,872,7964,7636,0,current,48.95,Current,Low
2025-10-17,C020,L020,15600,9303,918,8385,7215,0,current,46.25,Current,Low
2025-10-18,C020,L020,15600,9548,942,8606,6994,0,current,44.83,Current,Low
2025-10-19,C020,L020,15600,9953,982,8971,6629,0,current,42.49,Current,Low
2025-10-20,C020,L020,15600,10227,1009,9218,6382,0,current,40.91,Current,Low
2025-10-21,C020,L020,15600,10227,1009,9218,6382,1,late,40.91,1–30 DPD,Low
2025-10-22,C020,L020,15600,10227,1009,9218,6382,2,late,40.91,1–30 DPD,Low
2025-10-23,C020,L020,15600,10554,1041,9513,6087,1,late,39.02,1–30 DPD,Low
2025-10-24,C020,L020,15600,10842,1069,9773,5827,0,current,37.35,Current,Low
2025-10-25,C020,L020,15600,10958,1080,9878,5722,0,current,36.68,Current,Low
2025-10-26,C020,L020,15600,10958,1080,9878,5722,1,late,36.68,1–30 DPD,Low
2025-10-27,C020,L020,15600,11094,1093,10001,5599,0,current,35.89,Current,Low
2025-10-28,C020,L020,15600,11094,1093,10001,5599,1,late,35.89,1–30 DPD,Low
2025-10-29,C020,L020,15600,11587,1142,10445,5155,0,current,33.04,Current,Low
2025-10-30,C020,L020,15600,11878,1171,10707,4893,0,current,31.37,Current,Low
2025-09-01,C021,L021,5151,0,0,0,5151,1,late,100,1–30 DPD,High
2025-09-02,C021,L021,5151,422,42,380,4771,0,current,92.62,Current,High
2025-09-03,C021,L021,5151,889,88,801,4350,0,current,84.45,Current,Medium
2025-09-04,C021,L021,5151,1241,123,1118,4033,0,current,78.3,Current,Medium
2025-09-05,C021,L021,5151,1362,135,1227,3924,0,current,76.18,Current,Medium
2025-09-06,C021,L021,5151,1843,183,1660,3491,0,current,67.77,Current,Low
2025-09-07,C021,L021,5151,2173,216,1957,3194,0,current,62.01,Current,Low
2025-09-08,C021,L021,5151,2404,239,2165,2986,0,current,57.97,Current,Low
2025-09-09,C021,L021,5151,2639,262,2377,2774,0,current,53.85,Current,Low
2025-09-10,C021,L021,5151,3052,303,2749,2402,0,current,46.63,Current,Low
2025-09-11,C021,L021,5151,3052,303,2749,2402,1,late,46.63,1–30 DPD,Low
2025-09-12,C021,L021,5151,3225,320,2905,2246,0,current,43.6,Current,Low
2025-09-13,C021,L021,5151,3384,335,3049,2102,0,current,40.81,Current,Low
2025-09-14,C021,L021,5151,3578,354,3224,1927,0,current,37.41,Current,Low
2025-09-15,C021,L021,5151,3578,354,3224,1927,1,late,37.41,1–30 DPD,Low
2025-09-16,C021,L021,5151,3743,370,3373,1778,0,current,34.52,Current,Low
2025-09-17,C021,L021,5151,4035,399,3636,1515,0,current,29.41,Current,Low
2025-09-18,C021,L021,5151,4035,399,3636,1515,1,late,29.41,1–30 DPD,Low
2025-09-19,C021,L021,5151,4401,435,3966,1185,0,current,23.01,Current,Low
2025-09-20,C021,L021,5151,4793,474,4319,832,0,current,16.15,Current,Low
2025-09-21,C021,L021,5151,5072,501,4571,580,0,current,11.26,Current,Low
2025-09-22,C021,L021,5151,5565,550,5015,136,0,current,2.64,Current,Low
2025-09-23,C021,L021,5151,5565,550,5015,136,1,late,2.64,1–30 DPD,Low
2025-09-24,C021,L021,5151,6024,595,5429,0,0,current,0,Current,Low
2025-09-25,C021,L021,5151,6348,627,5721,0,0,current,0,Current,Low
2025-09-26,C021,L021,5151,6768,669,6099,0,0,current,0,Current,Low
2025-09-27,C021,L021,5151,7243,716,6527,0,0,current,0,Current,Low
2025-09-28,C021,L021,5151,7663,758,6905,0,0,current,0,Current,Low
2025-09-29,C021,L021,5151,7663,758,6905,0,1,late,0,1–30 DPD,Low
2025-09-30,C021,L021,5151,7983,790,7193,0,0,current,0,Current,Low
2025-10-01,C021,L021,5151,8407,832,7575,0,0,current,0,Current,Low
2025-10-02,C021,L021,5151,8633,854,7779,0,0,current,0,Current,Low
2025-10-03,C021,L021,5151,8633,854,7779,0,1,late,0,1–30 DPD,Low
2025-10-04,C021,L021,5151,8633,854,7779,0,2,late,0,1–30 DPD,Low
2025-10-05,C021,L021,5151,8996,890,8106,0,1,late,0,1–30 DPD,Low
2025-10-06,C021,L021,5151,8996,890,8106,0,2,late,0,1–30 DPD,Low
2025-10-07,C021,L021,5151,9459,936,8523,0,1,late,0,1–30 DPD,Low
2025-10-08,C021,L021,5151,9668,956,8712,0,0,current,0,Current,Low
2025-10-09,C021,L021,5151,9668,956,8712,0,1,late,0,1–30 DPD,Low
2025-10-10,C021,L021,5151,9668,956,8712,0,2,late,0,1–30 DPD,Low
2025-10-11,C021,L021,5151,9668,956,8712,0,3,late,0,1–30 DPD,Low
2025-10-12,C021,L021,5151,10125,1001,9124,0,2,late,0,1–30 DPD,Low
2025-10-13,C021,L021,5151,10125,1001,9124,0,3,late,0,1–30 DPD,Low
2025-10-14,C021,L021,5151,10613,1049,9564,0,2,late,0,1–30 DPD,Low
2025-10-15,C021,L021,5151,10908,1078,9830,0,1,late,0,1–30 DPD,Low
2025-10-16,C021,L021,5151,11058,1093,9965,0,0,current,0,Current,Low
2025-10-17,C021,L021,5151,11419,1129,10290,0,0,current,0,Current,Low
2025-10-18,C021,L021,5151,11577,1144,10433,0,0,current,0,Current,Low
2025-10-19,C021,L021,5151,12008,1187,10821,0,0,current,0,Current,Low
2025-10-20,C021,L021,5151,12216,1207,11009,0,0,current,0,Current,Low
2025-10-21,C021,L021,5151,12560,1241,11319,0,0,current,0,Current,Low
2025-10-22,C021,L021,5151,12560,1241,11319,0,1,late,0,1–30 DPD,Low
2025-10-23,C021,L021,5151,12560,1241,11319,0,2,late,0,1–30 DPD,Low
2025-10-24,C021,L021,5151,12560,1241,11319,0,3,late,0,1–30 DPD,Low
2025-10-25,C021,L021,5151,12688,1253,11435,0,2,late,0,1–30 DPD,Low
2025-10-26,C021,L021,5151,13073,1291,11782,0,1,late,0,1–30 DPD,Low
2025-10-27,C021,L021,5151,13073,1291,11782,0,2,late,0,1–30 DPD,Low
2025-10-28,C021,L021,5151,13073,1291,11782,0,3,late,0,1–30 DPD,Low
2025-10-29,C021,L021,5151,13073,1291,11782,0,4,late,0,1–30 DPD,Low
2025-10-30,C021,L021,5151,13352,1318,12034,0,3,late,0,1–30 DPD,Low
2025-09-01,C022,L022,17575,0,0,0,17575,1,late,100,1–30 DPD,High
2025-09-02,C022,L022,17575,132,13,119,17456,0,current,99.32,Current,High
2025-09-03,C022,L022,17575,132,13,119,17456,1,late,99.32,1–30 DPD,High
2025-09-04,C022,L022,17575,319,31,288,17287,0,current,98.36,Current,High
2025-09-05,C022,L022,17575,319,31,288,17287,1,late,98.36,1–30 DPD,High
2025-09-06,C022,L022,17575,775,76,699,16876,0,current,96.02,Current,High
2025-09-07,C022,L022,17575,775,76,699,16876,1,late,96.02,1–30 DPD,High
2025-09-08,C022,L022,17575,1081,106,975,16600,0,current,94.45,Current,High
2025-09-09,C022,L022,17575,1347,132,1215,16360,0,current,93.09,Current,High
2025-09-10,C022,L022,17575,1470,144,1326,16249,0,current,92.46,Current,High
2025-09-11,C022,L022,17575,1596,156,1440,16135,0,current,91.81,Current,High
2025-09-12,C022,L022,17575,1920,188,1732,15843,0,current,90.15,Current,High
2025-09-13,C022,L022,17575,1920,188,1732,15843,1,late,90.15,1–30 DPD,High
2025-09-14,C022,L022,17575,1920,188,1732,15843,2,late,90.15,1–30 DPD,High
2025-09-15,C022,L022,17575,2255,221,2034,15541,1,late,88.43,1–30 DPD,Medium
2025-09-16,C022,L022,17575,2656,261,2395,15180,0,current,86.37,Current,Medium
2025-09-17,C022,L022,17575,2656,261,2395,15180,1,late,86.37,1–30 DPD,Medium
2025-09-18,C022,L022,17575,2756,271,2485,15090,0,current,85.86,Current,Medium
2025-09-19,C022,L022,17575,3020,297,2723,14852,0,current,84.51,Current,Medium
2025-09-20,C022,L022,17575,3445,339,3106,14469,0,current,82.33,Current,Medium
2025-09-21,C022,L022,17575,3445,339,3106,14469,1,late,82.33,1–30 DPD,Medium
2025-09-22,C022,L022,17575,3573,351,3222,14353,0,current,81.67,Current,Medium
2025-09-23,C022,L022,17575,3747,368,3379,14196,0,current,80.77,Current,Medium
2025-09-24,C022,L022,17575,4125,405,3720,13855,0,current,78.83,Current,Medium
2025-09-25,C022,L022,17575,4125,405,3720,13855,1,late,78.83,1–30 DPD,Medium
2025-09-26,C022,L022,17575,4447,437,4010,13565,0,current,77.18,Current,Medium
2025-09-27,C022,L022,17575,4447,437,4010,13565,1,late,77.18,1–30 DPD,Medium
2025-09-28,C022,L022,17575,4802,472,4330,13245,0,current,75.36,Current,Medium
2025-09-29,C022,L022,17575,5222,514,4708,12867,0,current,73.21,Current,Medium
2025-09-30,C022,L022,17575,5222,514,4708,12867,1,late,73.21,1–30 DPD,Medium
